order_id,reseller_id,order_date,category,order_value,order_status
ORD10394,RS016,2024-05-30,Ethnic Wear,1948.61,Delivered
ORD10395,RS008,2024-05-15,Western Wear,1457.72,Delivered
ORD10396,RS015,2024-05-09,Western Wear,1457.72,Delivered
ORD10397,RS015,2024-05-29,Western Wear,1457.72,Delivered
ORD10398,RS018,2024-05-06,Western Wear,1457.72,Delivered
ORD10399,RS012,2024-05-19,Western Wear,1457.72,Delivered
ORD10400,RS014,2024-05-23,Western Wear,1457.72,Delivered
ORD10401,RS010,2024-05-07,Western Wear,1457.72,Returned
ORD10402,RS016,2024-05-04,Western Wear,1457.72,Delivered
ORD10403,RS019,2024-05-12,Western Wear,1457.72,Delivered
ORD10404,RS023,2024-05-10,Western Wear,1457.72,Delivered
ORD10405,RS022,2024-05-13,Western Wear,1457.72,Delivered
ORD10406,RS019,2024-05-28,Western Wear,1457.72,Delivered
ORD10407,RS002,2024-05-30,Western Wear,1457.72,Delivered
ORD10408,RS016,2024-05-27,Western Wear,1457.72,Cancelled
ORD10409,RS010,2024-05-25,Western Wear,1457.72,Delivered
ORD10410,RS020,2024-05-26,Western Wear,1457.72,Delivered
ORD10411,RS021,2024-05-07,Western Wear,1457.72,Delivered
ORD10412,RS022,2024-05-25,Western Wear,1457.72,Delivered
ORD10413,RS022,2024-05-22,Western Wear,1457.72,Delivered
ORD10414,RS021,2024-05-04,Western Wear,1457.72,Cancelled
ORD10415,RS021,2024-05-02,Western Wear,1457.72,Delivered
ORD10416,RS015,2024-05-02,Western Wear,1457.72,Delivered
ORD10417,RS005,2024-05-03,Western Wear,1457.72,Cancelled
ORD10418,RS011,2024-05-24,Western Wear,1457.72,Delivered
ORD10419,RS007,2024-05-05,Western Wear,1457.72,Delivered
ORD10420,RS012,2024-05-17,Western Wear,1457.72,Delivered
ORD10421,RS009,2024-05-27,Western Wear,1457.72,Delivered
ORD10422,RS016,2024-05-31,Western Wear,1457.72,Delivered
ORD10423,RS011,2024-05-26,Western Wear,1457.72,Delivered
ORD10424,RS003,2024-05-05,Western Wear,1457.72,Delivered
ORD10425,RS008,2024-05-28,Western Wear,1457.72,Delivered
ORD10426,RS022,2024-05-13,Western Wear,1457.72,Returned
ORD10427,RS018,2024-05-12,Western Wear,1457.72,Delivered
ORD10428,RS013,2024-05-01,Western Wear,1457.72,Delivered
ORD10429,RS004,2024-05-15,Western Wear,1457.72,Delivered
ORD10430,RS022,2024-05-09,Western Wear,1457.72,Delivered
ORD10431,RS021,2024-05-31,Western Wear,1457.72,Delivered
ORD10432,RS022,2024-05-08,Western Wear,1457.72,Delivered
ORD10433,RS020,2024-05-29,Western Wear,1457.72,Cancelled
ORD10434,RS011,2024-05-30,Western Wear,1457.72,Delivered
ORD10435,RS021,2024-05-03,Western Wear,1457.72,Delivered
ORD10436,RS015,2024-05-30,Western Wear,1457.72,Delivered
ORD10437,RS021,2024-05-14,Western Wear,1457.72,Delivered
ORD10438,RS002,2024-05-31,Western Wear,1457.72,Delivered
ORD10439,RS016,2024-05-04,Western Wear,1457.72,Delivered
ORD10440,RS018,2024-05-05,Western Wear,1457.72,Delivered
ORD10441,RS012,2024-05-22,Western Wear,1457.72,Cancelled
ORD10442,RS023,2024-05-31,Western Wear,1457.72,Delivered
ORD10443,RS019,2024-05-24,Western Wear,1457.72,Delivered
ORD10444,RS014,2024-05-21,Western Wear,1457.72,Delivered
ORD10445,RS016,2024-05-20,Kids Wear,1300.85,Delivered
ORD10446,RS009,2024-05-02,Kids Wear,1300.85,Delivered
ORD10447,RS007,2024-05-15,Kids Wear,1300.85,Delivered
ORD10448,RS008,2024-05-28,Kids Wear,1300.85,Delivered
ORD10449,RS022,2024-05-12,Kids Wear,1300.85,Delivered
ORD10450,RS021,2024-05-12,Kids Wear,1300.85,Delivered
ORD10451,RS009,2024-05-07,Kids Wear,1300.85,Returned
ORD10452,RS015,2024-05-03,Kids Wear,1300.85,Delivered
ORD10453,RS021,2024-05-21,Kids Wear,1300.85,Delivered
ORD10454,RS001,2024-05-02,Kids Wear,1300.85,Delivered
ORD10455,RS008,2024-05-05,Kids Wear,1300.85,Delivered
ORD10456,RS007,2024-05-03,Kids Wear,1300.85,Delivered
ORD10457,RS018,2024-05-07,Kids Wear,1300.85,Delivered
ORD10458,RS008,2024-05-11,Kids Wear,1300.85,Delivered
ORD10459,RS020,2024-05-01,Kids Wear,1300.85,Delivered
ORD10460,RS005,2024-05-05,Kids Wear,1300.85,Delivered
ORD10461,RS006,2024-05-04,Kids Wear,1300.85,Delivered
ORD10462,RS001,2024-05-05,Kids Wear,1300.85,Delivered
ORD10463,RS008,2024-05-19,Kids Wear,1300.85,Delivered
ORD10464,RS006,2024-05-09,Kids Wear,1300.85,Delivered
ORD10465,RS014,2024-05-17,Kids Wear,1300.85,Delivered
ORD10466,RS003,2024-05-16,Kids Wear,1300.85,Delivered
ORD10467,RS012,2024-05-17,Kids Wear,1300.85,Delivered
ORD10468,RS015,2024-05-17,Kids Wear,1300.85,Delivered
ORD10469,RS020,2024-05-02,Kids Wear,1300.85,Delivered
ORD10470,RS022,2024-05-17,Kids Wear,1300.85,Delivered
ORD10471,RS021,2024-05-31,Kids Wear,1300.85,Delivered
ORD10472,RS016,2024-05-28,Kids Wear,1300.85,Delivered
ORD10473,RS022,2024-05-04,Kids Wear,1300.85,Delivered
ORD10474,RS015,2024-05-03,Kids Wear,1300.85,Cancelled
ORD10475,RS011,2024-05-20,Kids Wear,1300.85,Delivered
ORD10476,RS005,2024-05-09,Kids Wear,1300.85,Delivered
ORD10477,RS019,2024-05-18,Kids Wear,1300.85,Delivered
ORD10478,RS013,2024-05-20,Kids Wear,1300.85,Delivered
ORD10479,RS015,2024-05-17,Kids Wear,1300.85,Delivered
ORD10480,RS004,2024-05-26,Kids Wear,1300.85,Delivered
ORD10481,RS021,2024-05-21,Kids Wear,1300.85,Delivered
ORD10482,RS018,2024-05-24,Kids Wear,1300.85,Delivered
ORD10483,RS014,2024-05-15,Kids Wear,1300.85,Cancelled
ORD10484,RS014,2024-05-11,Kids Wear,1300.85,Delivered
ORD10485,RS013,2024-05-14,Kids Wear,1300.85,Delivered
ORD10486,RS011,2024-05-14,Kids Wear,1300.85,Delivered
ORD10487,RS009,2024-05-12,Kids Wear,1300.85,Cancelled
ORD10488,RS022,2024-05-30,Kids Wear,1300.85,Delivered
ORD10489,RS003,2024-05-27,Kids Wear,1300.85,Delivered
ORD10490,RS014,2024-05-04,Kids Wear,1300.75,Delivered
ORD10491,RS012,2024-05-26,Beauty & Personal Care,683.54,Delivered
ORD10492,RS002,2024-05-19,Beauty & Personal Care,683.54,Cancelled
ORD10493,RS018,2024-05-11,Beauty & Personal Care,683.54,Delivered
ORD10494,RS014,2024-05-12,Beauty & Personal Care,683.54,Delivered
ORD10495,RS014,2024-05-28,Beauty & Personal Care,683.54,Cancelled
ORD10496,RS002,2024-05-31,Beauty & Personal Care,683.54,Delivered
ORD10497,RS010,2024-05-12,Beauty & Personal Care,683.54,Delivered
ORD10498,RS017,2024-05-07,Beauty & Personal Care,683.54,Delivered
ORD10499,RS016,2024-05-08,Beauty & Personal Care,683.54,Delivered
ORD10500,RS012,2024-05-28,Beauty & Personal Care,683.54,Delivered
ORD10501,RS004,2024-05-25,Beauty & Personal Care,683.54,Delivered
ORD10502,RS008,2024-05-26,Beauty & Personal Care,683.54,Delivered
ORD10503,RS018,2024-05-25,Beauty & Personal Care,683.54,Delivered
ORD10504,RS020,2024-05-22,Beauty & Personal Care,683.54,Delivered
ORD10505,RS001,2024-05-20,Beauty & Personal Care,683.54,Cancelled
ORD10506,RS023,2024-05-09,Beauty & Personal Care,683.54,Delivered
ORD10507,RS009,2024-05-23,Beauty & Personal Care,683.54,Delivered
ORD10508,RS011,2024-05-12,Beauty & Personal Care,683.54,Delivered
ORD10509,RS005,2024-05-19,Beauty & Personal Care,683.54,Delivered
ORD10510,RS003,2024-05-05,Beauty & Personal Care,683.54,Delivered
ORD10511,RS001,2024-05-03,Beauty & Personal Care,683.54,Delivered
ORD10512,RS007,2024-05-13,Beauty & Personal Care,683.54,Delivered
ORD10513,RS011,2024-05-06,Beauty & Personal Care,683.54,Delivered
ORD10514,RS011,2024-05-25,Beauty & Personal Care,683.54,Cancelled
ORD10515,RS020,2024-05-03,Beauty & Personal Care,683.54,Cancelled
ORD10516,RS005,2024-05-06,Beauty & Personal Care,683.54,Delivered
ORD10517,RS002,2024-05-22,Beauty & Personal Care,683.54,Delivered
ORD10518,RS015,2024-05-22,Beauty & Personal Care,683.54,Delivered
ORD10519,RS020,2024-05-15,Beauty & Personal Care,683.54,Delivered
ORD10520,RS007,2024-05-25,Beauty & Personal Care,683.54,Delivered
ORD10521,RS012,2024-05-14,Beauty & Personal Care,683.54,Delivered
ORD10522,RS022,2024-05-22,Beauty & Personal Care,683.54,Delivered
ORD10523,RS017,2024-05-22,Beauty & Personal Care,683.54,Delivered
ORD10524,RS008,2024-05-13,Beauty & Personal Care,683.54,Returned
ORD10525,RS002,2024-05-01,Beauty & Personal Care,683.54,Delivered
ORD10526,RS007,2024-05-25,Beauty & Personal Care,683.54,Delivered
ORD10527,RS009,2024-05-10,Beauty & Personal Care,683.54,Delivered
ORD10528,RS001,2024-05-16,Beauty & Personal Care,683.54,Delivered
ORD10529,RS006,2024-05-05,Beauty & Personal Care,683.54,Delivered
ORD10530,RS023,2024-05-08,Beauty & Personal Care,683.54,Delivered
ORD10531,RS022,2024-05-26,Beauty & Personal Care,683.54,Delivered
ORD10532,RS013,2024-05-28,Beauty & Personal Care,683.54,Delivered
ORD10533,RS014,2024-05-01,Beauty & Personal Care,683.54,Delivered
ORD10534,RS003,2024-05-28,Beauty & Personal Care,683.54,Delivered
ORD10535,RS014,2024-05-19,Beauty & Personal Care,683.54,Delivered
ORD10536,RS021,2024-05-14,Beauty & Personal Care,683.54,Delivered
ORD10537,RS013,2024-05-01,Beauty & Personal Care,683.54,Returned
ORD10538,RS006,2024-05-26,Beauty & Personal Care,683.54,Cancelled
ORD10539,RS015,2024-05-27,Beauty & Personal Care,683.54,Delivered
ORD10540,RS012,2024-05-03,Beauty & Personal Care,683.54,Delivered
ORD10541,RS004,2024-05-08,Beauty & Personal Care,683.54,Delivered
ORD10542,RS013,2024-05-17,Beauty & Personal Care,683.46,Delivered
ORD10543,RS010,2024-05-24,Home & Kitchen,1089.47,Delivered
ORD10544,RS011,2024-05-25,Home & Kitchen,1089.47,Delivered
ORD10545,RS017,2024-05-21,Home & Kitchen,1089.47,Delivered
ORD10546,RS017,2024-05-07,Home & Kitchen,1089.47,Cancelled
ORD10547,RS012,2024-05-12,Home & Kitchen,1089.47,Delivered
ORD10548,RS021,2024-05-27,Home & Kitchen,1089.47,Delivered
ORD10549,RS004,2024-05-05,Home & Kitchen,1089.47,Delivered
ORD10550,RS006,2024-05-20,Home & Kitchen,1089.47,Delivered
ORD10551,RS021,2024-05-03,Home & Kitchen,1089.47,Delivered
ORD10552,RS021,2024-05-16,Home & Kitchen,1089.47,Delivered
ORD10553,RS019,2024-05-25,Home & Kitchen,1089.47,Delivered
ORD10554,RS022,2024-05-30,Home & Kitchen,1089.47,Cancelled
ORD10555,RS021,2024-05-21,Home & Kitchen,1089.47,Returned
ORD10556,RS011,2024-05-28,Home & Kitchen,1089.47,Returned
ORD10557,RS011,2024-05-05,Home & Kitchen,1089.47,Delivered
ORD10558,RS016,2024-05-15,Home & Kitchen,1089.47,Delivered
ORD10559,RS009,2024-05-19,Home & Kitchen,1089.47,Delivered
ORD10560,RS017,2024-05-03,Home & Kitchen,1089.47,Delivered
ORD10561,RS015,2024-05-02,Home & Kitchen,1089.47,Delivered
ORD10562,RS010,2024-05-03,Home & Kitchen,1089.47,Delivered
ORD10563,RS003,2024-05-20,Home & Kitchen,1089.47,Delivered
ORD10564,RS013,2024-05-15,Home & Kitchen,1089.47,Delivered
ORD10565,RS002,2024-05-15,Home & Kitchen,1089.47,Cancelled
ORD10566,RS019,2024-05-21,Home & Kitchen,1089.47,Delivered
ORD10567,RS020,2024-05-16,Home & Kitchen,1089.47,Delivered
ORD10568,RS002,2024-05-15,Home & Kitchen,1089.47,Delivered
ORD10569,RS011,2024-05-23,Home & Kitchen,1089.47,Delivered
ORD10570,RS021,2024-05-06,Home & Kitchen,1089.47,Delivered
ORD10571,RS023,2024-05-15,Home & Kitchen,1089.47,Returned
ORD10572,RS017,2024-05-17,Home & Kitchen,1089.47,Delivered
ORD10573,RS012,2024-05-12,Home & Kitchen,1089.47,Cancelled
ORD10574,RS013,2024-05-14,Home & Kitchen,1089.47,Delivered
ORD10575,RS022,2024-05-20,Home & Kitchen,1089.47,Delivered
ORD10576,RS021,2024-05-21,Home & Kitchen,1089.47,Delivered
ORD10577,RS011,2024-05-04,Home & Kitchen,1089.47,Delivered
ORD10578,RS013,2024-05-10,Home & Kitchen,1089.47,Delivered
ORD10579,RS022,2024-05-31,Home & Kitchen,1089.47,Cancelled
ORD10580,RS005,2024-05-11,Home & Kitchen,1089.47,Delivered
ORD10581,RS022,2024-05-05,Home & Kitchen,1089.47,Cancelled
ORD10582,RS010,2024-05-31,Home & Kitchen,1089.47,Delivered
ORD10583,RS022,2024-05-13,Home & Kitchen,1089.47,Delivered
ORD10584,RS023,2024-05-31,Home & Kitchen,1089.47,Delivered
ORD10585,RS018,2024-05-13,Home & Kitchen,1089.47,Delivered
ORD10586,RS011,2024-05-27,Home & Kitchen,1089.47,Delivered
ORD10587,RS023,2024-05-27,Home & Kitchen,1089.47,Cancelled
ORD10588,RS022,2024-05-30,Home & Kitchen,1089.47,Delivered
ORD10589,RS021,2024-05-22,Home & Kitchen,1089.47,Delivered
ORD10590,RS012,2024-05-01,Home & Kitchen,1089.47,Delivered
ORD10591,RS006,2024-05-31,Home & Kitchen,1089.47,Delivered
ORD10592,RS016,2024-05-07,Home & Kitchen,1089.47,Delivered
ORD10593,RS005,2024-05-05,Home & Kitchen,1089.47,Delivered
ORD10594,RS004,2024-05-17,Home & Kitchen,1089.47,Delivered
ORD10595,RS017,2024-05-02,Home & Kitchen,1089.47,Delivered
ORD10596,RS020,2024-05-05,Home & Kitchen,1089.47,Delivered
ORD10597,RS005,2024-05-06,Home & Kitchen,1089.47,Delivered
ORD10598,RS023,2024-05-25,Home & Kitchen,1089.47,Delivered
ORD10599,RS006,2024-05-24,Home & Kitchen,1089.68,Delivered
ORD10600,RS014,2024-06-12,Ethnic Wear,1697.23,Delivered
ORD10601,RS022,2024-06-24,Ethnic Wear,1697.23,Delivered
ORD10602,RS008,2024-06-15,Ethnic Wear,1697.23,Delivered
ORD10603,RS020,2024-06-10,Ethnic Wear,1697.23,Delivered
ORD10604,RS015,2024-06-08,Ethnic Wear,1697.23,Delivered
ORD10605,RS018,2024-06-08,Ethnic Wear,1697.23,Delivered
ORD10606,RS010,2024-06-26,Ethnic Wear,1697.23,Delivered
ORD10607,RS016,2024-06-29,Ethnic Wear,1697.23,Delivered
ORD10608,RS007,2024-06-12,Ethnic Wear,1697.23,Delivered
ORD10609,RS022,2024-06-19,Ethnic Wear,1697.23,Delivered
ORD10610,RS015,2024-06-15,Ethnic Wear,1697.23,Delivered
ORD10611,RS010,2024-06-25,Ethnic Wear,1697.23,Delivered
ORD10612,RS013,2024-06-17,Ethnic Wear,1697.23,Delivered
ORD10613,RS017,2024-06-14,Ethnic Wear,1697.23,Delivered
ORD10614,RS006,2024-06-27,Ethnic Wear,1697.23,Delivered
ORD10615,RS007,2024-06-26,Ethnic Wear,1697.23,Delivered
ORD10616,RS020,2024-06-05,Ethnic Wear,1697.23,Delivered
ORD10617,RS009,2024-06-02,Ethnic Wear,1697.23,Delivered
ORD10618,RS021,2024-06-16,Ethnic Wear,1697.23,Delivered
ORD10619,RS012,2024-06-18,Ethnic Wear,1697.23,Delivered
ORD10620,RS004,2024-06-23,Ethnic Wear,1697.23,Delivered
ORD10621,RS017,2024-06-28,Ethnic Wear,1697.23,Delivered
ORD10622,RS004,2024-06-10,Ethnic Wear,1697.23,Delivered
ORD10623,RS003,2024-06-25,Ethnic Wear,1697.23,Delivered
ORD10624,RS006,2024-06-09,Ethnic Wear,1697.23,Delivered
ORD10625,RS015,2024-06-29,Ethnic Wear,1697.23,Delivered
ORD10626,RS017,2024-06-05,Ethnic Wear,1697.23,Delivered
ORD10627,RS014,2024-06-03,Ethnic Wear,1697.23,Delivered
ORD10628,RS008,2024-06-27,Ethnic Wear,1697.23,Delivered
ORD10629,RS015,2024-06-29,Ethnic Wear,1697.23,Delivered
ORD10630,RS012,2024-06-30,Ethnic Wear,1697.23,Delivered
ORD10631,RS001,2024-06-14,Ethnic Wear,1697.23,Delivered
ORD10632,RS002,2024-06-13,Ethnic Wear,1697.23,Delivered
ORD10633,RS017,2024-06-12,Ethnic Wear,1697.23,Delivered
ORD10634,RS008,2024-06-13,Ethnic Wear,1697.23,Delivered
ORD10635,RS003,2024-06-12,Ethnic Wear,1697.23,Delivered
ORD10636,RS008,2024-06-01,Ethnic Wear,1697.23,Delivered
ORD10637,RS011,2024-06-30,Ethnic Wear,1697.23,Delivered
ORD10638,RS004,2024-06-27,Ethnic Wear,1697.23,Delivered
ORD10639,RS023,2024-06-21,Ethnic Wear,1697.23,Delivered
ORD10640,RS011,2024-06-26,Ethnic Wear,1697.23,Delivered
ORD10641,RS005,2024-06-05,Ethnic Wear,1697.23,Cancelled
ORD10642,RS002,2024-06-10,Ethnic Wear,1697.23,Cancelled
ORD10643,RS016,2024-06-23,Ethnic Wear,1697.23,Cancelled
ORD10644,RS005,2024-06-25,Ethnic Wear,1697.28,Cancelled
ORD10645,RS023,2024-06-16,Western Wear,1432.69,Delivered
ORD10646,RS015,2024-06-20,Western Wear,1432.69,Delivered
ORD10647,RS001,2024-06-29,Western Wear,1432.69,Delivered
ORD10648,RS003,2024-06-01,Western Wear,1432.69,Delivered
ORD10649,RS009,2024-06-07,Western Wear,1432.69,Delivered
ORD10650,RS005,2024-06-18,Western Wear,1432.69,Delivered
ORD10651,RS020,2024-06-17,Western Wear,1432.69,Delivered
ORD10652,RS014,2024-06-04,Western Wear,1432.69,Delivered
ORD10653,RS010,2024-06-08,Western Wear,1432.69,Delivered
ORD10654,RS010,2024-06-04,Western Wear,1432.69,Delivered
ORD10655,RS002,2024-06-08,Western Wear,1432.69,Delivered
ORD10656,RS014,2024-06-21,Western Wear,1432.69,Delivered
ORD10657,RS020,2024-06-15,Western Wear,1432.69,Delivered
ORD10658,RS003,2024-06-04,Western Wear,1432.69,Delivered
ORD10659,RS016,2024-06-20,Western Wear,1432.69,Delivered
ORD10660,RS018,2024-06-01,Western Wear,1432.69,Delivered
ORD10661,RS021,2024-06-17,Western Wear,1432.69,Delivered
ORD10662,RS019,2024-06-08,Western Wear,1432.69,Delivered
ORD10663,RS023,2024-06-05,Western Wear,1432.69,Delivered
ORD10664,RS010,2024-06-14,Western Wear,1432.69,Delivered
ORD10665,RS001,2024-06-20,Western Wear,1432.69,Delivered
ORD10666,RS012,2024-06-08,Western Wear,1432.69,Delivered
ORD10667,RS019,2024-06-14,Western Wear,1432.69,Delivered
ORD10668,RS006,2024-06-22,Western Wear,1432.69,Delivered
ORD10669,RS022,2024-06-03,Western Wear,1432.69,Delivered
ORD10670,RS017,2024-06-12,Western Wear,1432.69,Delivered
ORD10671,RS003,2024-06-17,Western Wear,1432.69,Delivered
ORD10672,RS018,2024-06-17,Western Wear,1432.69,Delivered
ORD10673,RS017,2024-06-18,Western Wear,1432.69,Delivered
ORD10674,RS001,2024-06-13,Western Wear,1432.69,Delivered
ORD10675,RS016,2024-06-02,Western Wear,1432.69,Delivered
ORD10676,RS021,2024-06-13,Western Wear,1432.69,Delivered
ORD10677,RS012,2024-06-09,Western Wear,1432.69,Delivered
ORD10678,RS001,2024-06-12,Western Wear,1432.69,Delivered
ORD10679,RS003,2024-06-12,Western Wear,1432.69,Delivered
ORD10680,RS008,2024-06-24,Western Wear,1432.69,Delivered
ORD10681,RS022,2024-06-21,Western Wear,1432.69,Delivered
ORD10682,RS004,2024-06-25,Western Wear,1432.69,Delivered
ORD10683,RS019,2024-06-24,Western Wear,1432.69,Delivered
ORD10684,RS011,2024-06-05,Western Wear,1432.69,Delivered
ORD10685,RS002,2024-06-12,Western Wear,1432.69,Delivered
ORD10686,RS018,2024-06-11,Western Wear,1432.69,Delivered
ORD10687,RS021,2024-06-06,Western Wear,1432.69,Delivered
ORD10688,RS022,2024-06-15,Western Wear,1432.69,Delivered
ORD10689,RS023,2024-06-16,Western Wear,1432.69,Delivered
ORD10690,RS021,2024-06-06,Western Wear,1432.69,Delivered
ORD10691,RS005,2024-06-03,Western Wear,1432.69,Delivered
ORD10692,RS023,2024-06-25,Western Wear,1432.69,Delivered
ORD10693,RS015,2024-06-02,Western Wear,1432.69,Cancelled
ORD10694,RS010,2024-06-07,Western Wear,1432.69,Cancelled
ORD10695,RS002,2024-06-26,Western Wear,1432.69,Cancelled
ORD10696,RS007,2024-06-29,Western Wear,1432.81,Cancelled
ORD10697,RS002,2024-06-11,Kids Wear,1348.01,Delivered
ORD10698,RS010,2024-06-17,Kids Wear,1348.01,Delivered
ORD10699,RS013,2024-06-27,Kids Wear,1348.01,Delivered
ORD10700,RS018,2024-06-16,Kids Wear,1348.01,Delivered
ORD10701,RS009,2024-06-02,Kids Wear,1348.01,Delivered
ORD10702,RS021,2024-06-07,Kids Wear,1348.01,Delivered
ORD10703,RS010,2024-06-12,Kids Wear,1348.01,Delivered
ORD10704,RS002,2024-06-28,Kids Wear,1348.01,Delivered
ORD10705,RS021,2024-06-11,Kids Wear,1348.01,Delivered
ORD10706,RS009,2024-06-04,Kids Wear,1348.01,Delivered
ORD10707,RS012,2024-06-14,Kids Wear,1348.01,Delivered
ORD10708,RS013,2024-06-24,Kids Wear,1348.01,Delivered
ORD10709,RS015,2024-06-29,Kids Wear,1348.01,Delivered
ORD10710,RS013,2024-06-11,Kids Wear,1348.01,Delivered
ORD10711,RS006,2024-06-16,Kids Wear,1348.01,Delivered
ORD10712,RS023,2024-06-16,Kids Wear,1348.01,Delivered
ORD10713,RS012,2024-06-30,Kids Wear,1348.01,Delivered
ORD10714,RS017,2024-06-09,Kids Wear,1348.01,Delivered
ORD10715,RS003,2024-06-24,Kids Wear,1348.01,Delivered
ORD10716,RS014,2024-06-03,Kids Wear,1348.01,Delivered
ORD10717,RS014,2024-06-20,Kids Wear,1348.01,Delivered
ORD10718,RS006,2024-06-18,Kids Wear,1348.01,Delivered
ORD10719,RS010,2024-06-11,Kids Wear,1348.01,Delivered
ORD10720,RS004,2024-06-03,Kids Wear,1348.01,Delivered
ORD10721,RS011,2024-06-22,Kids Wear,1348.01,Delivered
ORD10722,RS010,2024-06-10,Kids Wear,1348.01,Delivered
ORD10723,RS015,2024-06-20,Kids Wear,1348.01,Delivered
ORD10724,RS023,2024-06-14,Kids Wear,1348.01,Delivered
ORD10725,RS006,2024-06-23,Kids Wear,1348.01,Delivered
ORD10726,RS015,2024-06-12,Kids Wear,1348.01,Delivered
ORD10727,RS015,2024-06-02,Kids Wear,1348.01,Delivered
ORD10728,RS012,2024-06-20,Kids Wear,1348.01,Delivered
ORD10729,RS014,2024-06-09,Kids Wear,1348.01,Delivered
ORD10730,RS021,2024-06-26,Kids Wear,1348.01,Delivered
ORD10731,RS002,2024-06-03,Kids Wear,1348.01,Delivered
ORD10732,RS022,2024-06-21,Kids Wear,1348.01,Delivered
ORD10733,RS013,2024-06-12,Kids Wear,1348.01,Delivered
ORD10734,RS017,2024-06-26,Kids Wear,1348.01,Delivered
ORD10735,RS022,2024-06-06,Kids Wear,1348.01,Delivered
ORD10736,RS001,2024-06-05,Kids Wear,1348.01,Delivered
ORD10737,RS020,2024-06-22,Kids Wear,1348.01,Delivered
ORD10738,RS015,2024-06-02,Kids Wear,1348.01,Delivered
ORD10739,RS005,2024-06-03,Kids Wear,1348.01,Delivered
ORD10740,RS008,2024-06-25,Kids Wear,1348.01,Delivered
ORD10741,RS021,2024-06-12,Kids Wear,1348.01,Delivered
ORD10742,RS012,2024-06-13,Kids Wear,1348.01,Delivered
ORD10743,RS019,2024-06-02,Kids Wear,1348.01,Delivered
ORD10744,RS020,2024-06-05,Kids Wear,1348.01,Delivered
ORD10745,RS022,2024-06-15,Kids Wear,1348.01,Delivered
ORD10746,RS012,2024-06-12,Kids Wear,1348.01,Delivered
ORD10747,RS015,2024-06-25,Kids Wear,1348.01,Cancelled
ORD10748,RS003,2024-06-19,Kids Wear,1348.01,Cancelled
ORD10749,RS005,2024-06-17,Kids Wear,1348.01,Cancelled
ORD10750,RS012,2024-06-13,Kids Wear,1348.01,Cancelled
ORD10751,RS011,2024-06-21,Kids Wear,1347.96,Cancelled
ORD10752,RS009,2024-06-08,Beauty & Personal Care,722.29,Delivered
ORD10753,RS004,2024-06-01,Beauty & Personal Care,722.29,Delivered
ORD10754,RS006,2024-06-16,Beauty & Personal Care,722.29,Delivered
ORD10755,RS017,2024-06-13,Beauty & Personal Care,722.29,Delivered
ORD10756,RS018,2024-06-04,Beauty & Personal Care,722.29,Delivered
ORD10757,RS009,2024-06-25,Beauty & Personal Care,722.29,Delivered
ORD10758,RS009,2024-06-23,Beauty & Personal Care,722.29,Delivered
ORD10759,RS015,2024-06-07,Beauty & Personal Care,722.29,Delivered
ORD10760,RS020,2024-06-10,Beauty & Personal Care,722.29,Delivered
ORD10761,RS023,2024-06-30,Beauty & Personal Care,722.29,Delivered
ORD10762,RS016,2024-06-07,Beauty & Personal Care,722.29,Delivered
ORD10763,RS004,2024-06-05,Beauty & Personal Care,722.29,Delivered
ORD10764,RS003,2024-06-15,Beauty & Personal Care,722.29,Delivered
ORD10765,RS006,2024-06-29,Beauty & Personal Care,722.29,Delivered
ORD10766,RS023,2024-06-15,Beauty & Personal Care,722.29,Delivered
ORD10767,RS003,2024-06-26,Beauty & Personal Care,722.29,Delivered
ORD10768,RS022,2024-06-28,Beauty & Personal Care,722.29,Delivered
ORD10769,RS011,2024-06-22,Beauty & Personal Care,722.29,Delivered
ORD10770,RS012,2024-06-23,Beauty & Personal Care,722.29,Delivered
ORD10771,RS003,2024-06-18,Beauty & Personal Care,722.29,Delivered
ORD10772,RS018,2024-06-10,Beauty & Personal Care,722.29,Delivered
ORD10773,RS010,2024-06-28,Beauty & Personal Care,722.29,Delivered
ORD10774,RS006,2024-06-23,Beauty & Personal Care,722.29,Delivered
ORD10775,RS023,2024-06-30,Beauty & Personal Care,722.29,Delivered
ORD10776,RS023,2024-06-21,Beauty & Personal Care,722.29,Delivered
ORD10777,RS006,2024-06-26,Beauty & Personal Care,722.29,Delivered
ORD10778,RS012,2024-06-17,Beauty & Personal Care,722.29,Delivered
ORD10779,RS008,2024-06-04,Beauty & Personal Care,722.29,Delivered
ORD10780,RS007,2024-06-26,Beauty & Personal Care,722.29,Delivered
ORD10781,RS005,2024-06-08,Beauty & Personal Care,722.29,Delivered
ORD10782,RS016,2024-06-01,Beauty & Personal Care,722.29,Delivered
ORD10783,RS012,2024-06-18,Beauty & Personal Care,722.29,Delivered
ORD10784,RS019,2024-06-12,Beauty & Personal Care,722.29,Delivered
ORD10785,RS015,2024-06-26,Beauty & Personal Care,722.29,Delivered
ORD10786,RS018,2024-06-05,Beauty & Personal Care,722.29,Delivered
ORD10787,RS020,2024-06-29,Beauty & Personal Care,722.29,Delivered
ORD10788,RS003,2024-06-03,Beauty & Personal Care,722.29,Delivered
ORD10789,RS010,2024-06-13,Beauty & Personal Care,722.29,Delivered
ORD10790,RS023,2024-06-24,Beauty & Personal Care,722.29,Delivered
ORD10791,RS016,2024-06-17,Beauty & Personal Care,722.29,Delivered
ORD10792,RS014,2024-06-25,Beauty & Personal Care,722.29,Delivered
